"TIME","Country","Interest_Rate","Cluster"
2005-05-01,"France",2.1256,4
2005-05-01,"Germany",2.1256,4
2005-05-01,"Greece",2.1256,4
2005-05-01,"Iceland",9.2,3
2005-05-01,"Ireland",2.1256,4
2005-05-01,"Italy",2.1256,4
2005-05-01,"Korea",3.51,1
2005-05-01,"Luxembourg",2.1256,4
2005-05-01,"Mexico",10.21,3
2005-05-01,"Netherlands",2.1256,4
2005-05-01,"New Zealand",7.05,1
2005-05-01,"Norway",2.08,1
2005-05-01,"Poland",5.44,3
2005-05-01,"Portugal",2.1256,4
2005-05-01,"Slovak Republic",2.46,1
2005-05-01,"Spain",2.1256,4
2005-05-01,"Sweden",1.9,4
2005-05-01,"Switzerland",0.672308,4
2005-05-01,"United Kingdom",4.89375,1
2005-05-01,"United States",3.22,4
2005-05-01,"China",1.52,2
2005-05-01,"Estonia",2.39,1
2005-05-01,"Indonesia",7.03,3
2005-05-01,"Israel",3.668571,1
2005-05-01,"South Africa",6.7492,3
2005-05-01,"Colombia",7.18,3
2005-05-01,"Latvia",2.85,1
2005-05-01,"Euro area",2.1256,4
2005-05-01,"Lithuania",2.421364,1
2005-05-01,"Romania",9.747143,3
2005-06-01,"Australia",5.66,1
2005-06-01,"Austria",2.111,4
2005-06-01,"Belgium",2.111,4
2005-06-01,"Canada",2.583182,4
2005-06-01,"Czechia",1.750909,4
2005-06-01,"Denmark",2.160909,4
2005-06-01,"Finland",2.111,4
2005-06-01,"France",2.111,4
2005-06-01,"Germany",2.111,4
2005-06-01,"Greece",2.111,4
2005-06-01,"Iceland",9.286,3
2005-06-01,"Ireland",2.111,4
2005-06-01,"Italy",2.111,4
2005-06-01,"Korea",3.51,1
2005-06-01,"Luxembourg",2.111,4
2005-06-01,"Mexico",10.01,3
2005-06-01,"Netherlands",2.111,4
2005-06-01,"New Zealand",7.03,1
2005-06-01,"Norway",2.15,1
2005-06-01,"Poland",4.9,3
2005-06-01,"Portugal",2.111,4
2005-06-01,"Slovak Republic",2.59,1
2005-06-01,"Spain",2.111,4
2005-06-01,"Sweden",1.65,4
2005-06-01,"Switzerland",0.663959,4
2005-06-01,"United Kingdom",4.84144,1
2005-06-01,"United States",3.38,4
2005-06-01,"China",1.5,2
2005-06-01,"Estonia",2.34,1
2005-06-01,"Indonesia",7.19,3
2005-06-01,"Israel",3.624706,1
2005-06-01,"South Africa",6.7576,3
2005-06-01,"Colombia",7.18,3
2005-06-01,"Latvia",2.81,1
2005-06-01,"Euro area",2.111,4
2005-06-01,"Lithuania",2.364762,1
2005-06-01,"Romania",9.835714,3
2005-07-01,"Australia",5.65,1
2005-07-01,"Austria",2.1194,4
2005-07-01,"Belgium",2.1194,4
2005-07-01,"Canada",2.631,4
2005-07-01,"Czechia",1.775263,4
2005-07-01,"Denmark",2.162781,4
2005-07-01,"Finland",2.1194,4
2005-07-01,"France",2.1194,4
2005-07-01,"Germany",2.1194,4
2005-07-01,"Greece",2.1194,4
2005-07-01,"Iceland",9.3,3
2005-07-01,"Ireland",2.1194,4
2005-07-01,"Italy",2.1194,4
2005-07-01,"Korea",3.51,1
2005-07-01,"Luxembourg",2.1194,4
2005-07-01,"Mexico",10.03,3
2005-07-01,"Netherlands",2.1194,4
2005-07-01,"New Zealand",7.03,1
2005-07-01,"Norway",2.22,1
2005-07-01,"Poland",4.67,3
2005-07-01,"Portugal",2.1194,4
2005-07-01,"Slovak Republic",2.61,1
2005-07-01,"Spain",2.1194,4
2005-07-01,"Sweden",1.48,4
2005-07-01,"Switzerland",0.673901,4
2005-07-01,"United Kingdom",4.65794,1
2005-07-01,"United States",3.57,4
2005-07-01,"China",1.54,2
2005-07-01,"Estonia",2.33,1
2005-07-01,"Indonesia",7.41,3
2005-07-01,"Israel",3.684286,1
2005-07-01,"South Africa",6.734615,3
2005-07-01,"Colombia",7.1,3
2005-07-01,"Latvia",2.71,1
2005-07-01,"Euro area",2.1194,4
2005-07-01,"Lithuania",2.322,1
2005-07-01,"Romania",9.453,3
2005-08-01,"Australia",5.62,1
2005-08-01,"Austria",2.1325,4
2005-08-01,"Belgium",2.1325,4
2005-08-01,"Canada",2.77,4
2005-08-01,"Czechia",1.791304,4
2005-08-01,"Denmark",2.172909,4
2005-08-01,"Finland",2.1325,4
2005-08-01,"France",2.1325,4
2005-08-01,"Germany",2.1325,4
2005-08-01,"Greece",2.1325,4
2005-08-01,"Iceland",9.3,3
2005-08-01,"Ireland",2.1325,4
2005-08-01,"Italy",2.1325,4
2005-08-01,"Korea",3.5,1
2005-08-01,"Luxembourg",2.1325,4
2005-08-01,"Mexico",10.03,3
2005-08-01,"Netherlands",2.1325,4
2005-08-01,"New Zealand",7.03,1
2005-08-01,"Norway",2.25,1
2005-08-01,"Poland",4.6,3
2005-08-01,"Portugal",2.1325,4
2005-08-01,"Slovak Republic",2.66,1
2005-08-01,"Spain",2.1325,4
2005-08-01,"Sweden",1.48,4
2005-08-01,"Switzerland",0.681105,4
2005-08-01,"United Kingdom",4.59465,1
2005-08-01,"United States",3.77,4
2005-08-01,"China",1.49,2
2005-08-01,"Estonia",2.33,1
2005-08-01,"Indonesia",7.71,3
2005-08-01,"Israel",3.740455,1
2005-08-01,"South Africa",6.719615,3
2005-08-01,"Colombia",6.99,3
2005-08-01,"Latvia",2.76,1
2005-08-01,"Euro area",2.1325,4
2005-08-01,"Lithuania",2.325454,1
2005-08-01,"Romania",8.506087,3
2005-09-01,"Australia",5.62,1
2005-09-01,"Austria",2.1391,4
2005-09-01,"Belgium",2.1391,4
2005-09-01,"Canada",2.89,4
2005-09-01,"Czechia",1.795238,4
2005-09-01,"Denmark",2.176586,4
2005-09-01,"Finland",2.1391,4
2005-09-01,"France",2.1391,4
2005-09-01,"Germany",2.1391,4
2005-09-01,"Greece",2.1391,4
2005-09-01,"Iceland",9.441,3
2005-09-01,"Ireland",2.1391,4
2005-09-01,"Italy",2.1391,4
2005-09-01,"Korea",3.7,1
2005-09-01,"Luxembourg",2.1391,4
2005-09-01,"Mexico",9.45,3
2005-09-01,"Netherlands",2.1391,4
2005-09-01,"New Zealand",7.09,1
2005-09-01,"Norway",2.35,1
2005-09-01,"Poland",4.5,3
2005-09-01,"Portugal",2.1391,4
2005-09-01,"Slovak Republic",2.65,1
2005-09-01,"Spain",2.1391,4
2005-09-01,"Sweden",1.47,4
2005-09-01,"Switzerland",0.708462,4
2005-09-01,"United Kingdom",4.59686,1
2005-09-01,"United States",3.87,4
2005-09-01,"China",1.52,2
2005-09-01,"Estonia",2.32,1
2005-09-01,"Indonesia",8.51,3
2005-09-01,"Israel",3.84,1
2005-09-01,"South Africa",6.738,3
2005-09-01,"Colombia",6.84,3
2005-09-01,"Latvia",2.82,1
2005-09-01,"Euro area",2.1391,4
2005-09-01,"Lithuania",2.320455,1
2005-09-01,"Romania",7.832273,3
2005-10-01,"Australia",5.63,1
2005-10-01,"Austria",2.1966,4
2005-10-01,"Belgium",2.1966,4
2005-10-01,"Canada",3.099,4
2005-10-01,"Czechia",1.9055,4
2005-10-01,"Denmark",2.217781,4
2005-10-01,"Finland",2.1966,4
2005-10-01,"France",2.1966,4
2005-10-01,"Germany",2.1966,4
2005-10-01,"Greece",2.1966,4
2005-10-01,"Iceland",10.038,3
2005-10-01,"Ireland",2.1966,4
2005-10-01,"Italy",2.1966,4
2005-10-01,"Korea",3.93,1
2005-10-01,"Luxembourg",2.1966,4
2005-10-01,"Mexico",9.25,3
2005-10-01,"Netherlands",2.1966,4
2005-10-01,"New Zealand",7.28,1
2005-10-01,"Norway",2.45,1
2005-10-01,"Poland",4.62,3
2005-10-01,"Portugal",2.1966,4
2005-10-01,"Slovak Republic",2.74,1
2005-10-01,"Spain",2.1966,4
2005-10-01,"Sweden",1.49,4
2005-10-01,"Switzerland",0.766206,4
2005-10-01,"United Kingdom",4.58701,1
2005-10-01,"United States",4.13,4
2005-10-01,"China",1.83,2
2005-10-01,"Estonia",2.32,1
2005-10-01,"Indonesia",9.38,3
2005-10-01,"Israel",4.246923,1
2005-10-01,"South Africa",6.793461,3
2005-10-01,"Colombia",6.46,3
2005-10-01,"Latvia",2.78,1
2005-10-01,"Euro area",2.1966,4
2005-10-01,"Lithuania",2.307143,1
2005-10-01,"Romania",6.413809,3
2005-11-01,"Australia",5.63,1
2005-11-01,"Austria",2.3609,4
2005-11-01,"Belgium",2.3609,4
2005-11-01,"Canada",3.295714,4
2005-11-01,"Czechia",2.244286,4
2005-11-01,"Denmark",2.390768,4
2005-11-01,"Finland",2.3609,4
2005-11-01,"France",2.3609,4
2005-11-01,"Germany",2.3609,4
2005-11-01,"Greece",2.3609,4
2005-11-01,"Iceland",10.106,3
2005-11-01,"Ireland",2.3609,4
2005-11-01,"Italy",2.3609,4
2005-11-01,"Korea",3.96,1
2005-11-01,"Luxembourg",2.3609,4
2005-11-01,"Mexico",9.14,3
2005-11-01,"Netherlands",2.3609,4
2005-11-01,"New Zealand",7.54,1
2005-11-01,"Norway",2.54,1
2005-11-01,"Poland",4.63,3
2005-11-01,"Portugal",2.3609,4
2005-11-01,"Slovak Republic",2.91,1
2005-11-01,"Spain",2.3609,4
2005-11-01,"Sweden",1.51,4
2005-11-01,"Switzerland",0.939903,4
2005-11-01,"United Kingdom",4.61847,1
2005-11-01,"United States",4.31,4
2005-11-01,"China",1.53,2
2005-11-01,"Estonia",2.32,1
2005-11-01,"Indonesia",10.72,3
2005-11-01,"Israel",4.553636,1
2005-11-01,"South Africa",6.886539,3
2005-11-01,"Colombia",6.41,3
2005-11-01,"Latvia",2.84,1
2005-11-01,"Euro area",2.3609,4
2005-11-01,"Lithuania",2.41619,1
2005-11-01,"Romania",6.963636,3
2005-12-01,"Australia",5.63,1
2005-12-01,"Austria",2.4729,4
2005-12-01,"Belgium",2.4729,4
2005-12-01,"Canada",3.469,4
2005-12-01,"Czechia",2.172857,4
2005-12-01,"Denmark",2.481,4
2005-12-01,"Finland",2.4729,4
2005-12-01,"France",2.4729,4
2005-12-01,"Germany",2.4729,4
2005-12-01,"Greece",2.4729,4
2005-12-01,"Iceland",10.112,3
2005-12-01,"Ireland",2.4729,4
2005-12-01,"Italy",2.4729,4
2005-12-01,"Korea",4.04,1
2005-12-01,"Luxembourg",2.4729,4
2005-12-01,"Mexico",8.64,3
2005-12-01,"Netherlands",2.4729,4
2005-12-01,"New Zealand",7.66,1
2005-12-01,"Norway",2.55,1
2005-12-01,"Poland",4.6,3
2005-12-01,"Portugal",2.4729,4
2005-12-01,"Slovak Republic",2.84,1
2005-12-01,"Spain",2.4729,4
2005-12-01,"Sweden",1.69,4
2005-12-01,"Switzerland",0.885,4
2005-12-01,"United Kingdom",4.63732,1
2005-12-01,"United States",4.45,4
2005-12-01,"China",1.77,2
2005-12-01,"Estonia",2.59,1
2005-12-01,"Indonesia",11.75,3
2005-12-01,"Israel",4.931429,1
2005-12-01,"South Africa",6.8196,3
2005-12-01,"Colombia",6.3,3
2005-12-01,"Latvia",3.16,1
2005-12-01,"Euro area",2.4729,4
2005-12-01,"Lithuania",2.5305,1
2005-12-01,"Romania",7.5445,3
2006-01-01,"Australia",5.63,1
2006-01-01,"Austria",2.5117,4
2006-01-01,"Belgium",2.5117,4
2006-01-01,"Canada",3.618572,4
2006-01-01,"Czechia",2.136364,4
2006-01-01,"Denmark",2.524641,4
2006-01-01,"Finland",2.5117,4
2006-01-01,"France",2.5117,4
2006-01-01,"Germany",2.5117,4
2006-01-01,"Greece",2.5117,4
2006-01-01,"Iceland",10.19,3
2006-01-01,"Ireland",2.5117,4
2006-01-01,"Italy",2.5117,4
2006-01-01,"Korea",4.15,1
2006-01-01,"Luxembourg",2.5117,4
2006-01-01,"Mexico",8.16,3
2006-01-01,"Netherlands",2.5117,4
2006-01-01,"New Zealand",7.64,1
2006-01-01,"Norway",2.52,1
2006-01-01,"Poland",4.4,3
2006-01-01,"Portugal",2.5117,4
2006-01-01,"Slovak Republic",2.89,1
2006-01-01,"Spain",2.5117,4
2006-01-01,"Sweden",1.83,4
2006-01-01,"Switzerland",0.937614,4
2006-01-01,"United Kingdom",4.60368,1
2006-01-01,"United States",4.56,4
2006-01-01,"China",4.56,2
2006-01-01,"Estonia",2.61,1
2006-01-01,"Indonesia",12.23,3
2006-01-01,"Israel",4.9815,1
2006-01-01,"South Africa",6.7368,3
2006-01-01,"Colombia",6.14,3
2006-01-01,"Latvia",4.03,1
2006-01-01,"Euro area",2.5117,4
2006-01-01,"Lithuania",2.561429,1
2006-01-01,"Romania",7.564286,3
2006-02-01,"Australia",5.61,1
2006-02-01,"Austria",2.6004,4
2006-02-01,"Belgium",2.6004,4
2006-02-01,"Canada",3.763,4
2006-02-01,"Czechia",2.0045,4
2006-02-01,"Denmark",2.65741,4
2006-02-01,"Finland",2.6004,4
2006-02-01,"France",2.6004,4
2006-02-01,"Germany",2.6004,4
2006-02-01,"Greece",2.6004,4
2006-02-01,"Iceland",10.333,3
2006-02-01,"Ireland",2.6004,4
2006-02-01,"Italy",2.6004,4
2006-02-01,"Korea",4.25,1
2006-02-01,"Luxembourg",2.6004,4
2006-02-01,"Mexico",7.93,3
2006-02-01,"Netherlands",2.6004,4
2006-02-01,"New Zealand",7.53,1
2006-02-01,"Norway",2.57,1
2006-02-01,"Poland",4.16,3
2006-02-01,"Portugal",2.6004,4
2006-02-01,"Slovak Republic",3.06,1
2006-02-01,"Spain",2.6004,4
2006-02-01,"Sweden",1.93,4
2006-02-01,"Switzerland",1.072762,4
2006-02-01,"United Kingdom",4.58199,1
2006-02-01,"United States",4.72,4
2006-02-01,"China",1.78,2
2006-02-01,"Estonia",2.62,1
2006-02-01,"Indonesia",12.32,3
2006-02-01,"Israel",5.2305,1
2006-02-01,"South Africa",6.675833,3
2006-02-01,"Colombia",6.01,3
2006-02-01,"Latvia",4.03,1
2006-02-01,"Euro area",2.6004,4
2006-02-01,"Lithuania",2.606316,1
2006-02-01,"Romania",8.321,3
2006-03-01,"Australia",5.61,1
2006-03-01,"Austria",2.7226,4
2006-03-01,"Belgium",2.7226,4
2006-03-01,"Canada",3.94087,4
2006-03-01,"Czechia",2.083478,4
2006-03-01,"Denmark",2.847674,4
2006-03-01,"Finland",2.7226,4
2006-03-01,"France",2.7226,4
2006-03-01,"Germany",2.7226,4
2006-03-01,"Greece",2.7226,4
2006-03-01,"Iceland",10.616,3
2006-03-01,"Ireland",2.7226,4
2006-03-01,"Italy",2.7226,4
2006-03-01,"Korea",4.27,1
2006-03-01,"Luxembourg",2.7226,4
2006-03-01,"Mexico",7.78,3
2006-03-01,"Netherlands",2.7226,4
2006-03-01,"New Zealand",7.49,1
2006-03-01,"Norway",2.72,1
2006-03-01,"Poland",4.17,3
2006-03-01,"Portugal",2.7226,4
2006-03-01,"Slovak Republic",3.47,1
2006-03-01,"Spain",2.7226,4
2006-03-01,"Sweden",1.96,4
2006-03-01,"Switzerland",1.149522,4
2006-03-01,"United Kingdom",4.58741,1
2006-03-01,"United States",4.88,4
2006-03-01,"China",1.89,2
2006-03-01,"Estonia",2.87,1
2006-03-01,"Indonesia",12.19,3
2006-03-01,"Israel",5.282941,1
2006-03-01,"South Africa",6.5272,3
2006-03-01,"Colombia",5.97,3
2006-03-01,"Latvia",3.97,1
2006-03-01,"Euro area",2.7226,4
2006-03-01,"Lithuania",2.748182,1
2006-03-01,"Romania",8.626522,3
2006-04-01,"Australia",5.69,1
2006-04-01,"Austria",2.7938,4
2006-04-01,"Belgium",2.7938,4
2006-04-01,"Canada",4.122632,4
2006-04-01,"Czechia",2.106842,4
2006-04-01,"Denmark",2.917925,4
2006-04-01,"Finland",2.7938,4
2006-04-01,"France",2.7938,4
2006-04-01,"Germany",2.7938,4
2006-04-01,"Greece",2.7938,4
2006-04-01,"Iceland",11.474,3
2006-04-01,"Ireland",2.7938,4
2006-04-01,"Italy",2.7938,4
2006-04-01,"Korea",4.33,1
2006-04-01,"Luxembourg",2.7938,4
2006-04-01,"Mexico",7.72,3
2006-04-01,"Netherlands",2.7938,4
2006-04-01,"New Zealand",7.47,1
2006-04-01,"Norway",2.82,1
2006-04-01,"Poland",4.13,3
2006-04-01,"Portugal",2.7938,4
2006-04-01,"Slovak Republic",3.58,1
2006-04-01,"Spain",2.7938,4
2006-04-01,"Sweden",2.05,4
2006-04-01,"Switzerland",1.230501,4
2006-04-01,"United Kingdom",4.6296,1
2006-04-01,"United States",5.03,4
2006-04-01,"China",2.24,2
2006-04-01,"Estonia",2.91,1
2006-04-01,"Indonesia",12.03,3
2006-04-01,"Israel",5.431176,1
2006-04-01,"South Africa",6.649091,3
2006-04-01,"Colombia",5.93,3
2006-04-01,"Latvia",3.91,1
2006-04-01,"Euro area",2.7938,4
2006-04-01,"Lithuania",2.835,1
2006-04-01,"Romania",8.627368,3
2006-05-01,"Australia",5.87,1
2006-05-01,"Austria",2.889,4
2006-05-01,"Belgium",2.889,4
2006-05-01,"Canada",4.258636,4
2006-05-01,"Czechia",2.12,4
2006-05-01,"Denmark",2.978157,4
2006-05-01,"Finland",2.889,4
2006-05-01,"France",2.889,4
2006-05-01,"Germany",2.889,4
2006-05-01,"Greece",2.889,4
2006-05-01,"Iceland",11.782,3
2006-05-01,"Ireland",2.889,4
2006-05-01,"Italy",2.889,4
2006-05-01,"Korea",4.36,1
2006-05-01,"Luxembourg",2.889,4
2006-05-01,"Mexico",7.59,3
2006-05-01,"Netherlands",2.889,4
2006-05-01,"New Zealand",7.49,1
2006-05-01,"Norway",2.94,1
2006-05-01,"Poland",4.15,3
2006-05-01,"Portugal",2.889,4
2006-05-01,"Slovak Republic",3.7,1
2006-05-01,"Spain",2.889,4
2006-05-01,"Sweden",2.11,4
2006-05-01,"Switzerland",1.321969,4
2006-05-01,"United Kingdom",4.7015,1
2006-05-01,"United States",5.15,4
2006-05-01,"China",2.27,2
2006-05-01,"Estonia",2.92,1
2006-05-01,"Indonesia",11.82,3
2006-05-01,"Israel",5.619524,1
2006-05-01,"South Africa",6.803462,3
2006-05-01,"Colombia",5.97,3
2006-05-01,"Latvia",4.48,1
2006-05-01,"Euro area",2.889,4
2006-05-01,"Lithuania",2.898095,1
2006-05-01,"Romania",8.603637,3
2006-06-01,"Australia",5.96,1
2006-06-01,"Austria",2.9857,4
2006-06-01,"Belgium",2.9857,4
2006-06-01,"Canada",4.417727,4
2006-06-01,"Czechia",2.162727,4
2006-06-01,"Denmark",3.078627,4
2006-06-01,"Finland",2.9857,4
2006-06-01,"France",2.9857,4
2006-06-01,"Germany",2.9857,4
2006-06-01,"Greece",2.9857,4
2006-06-01,"Iceland",12.266,3
2006-06-01,"Ireland",2.9857,4
2006-06-01,"Italy",2.9857,4
2006-06-01,"Korea",4.47,1
2006-06-01,"Luxembourg",2.9857,4
2006-06-01,"Mexico",7.68,3
2006-06-01,"Netherlands",2.9857,4
2006-06-01,"New Zealand",7.47,1
2006-06-01,"Norway",3.03,1
2006-06-01,"Poland",4.21,3
2006-06-01,"Portugal",2.9857,4
2006-06-01,"Slovak Republic",4.35,1
2006-06-01,"Spain",2.9857,4
2006-06-01,"Sweden",2.21,4
2006-06-01,"Switzerland",1.401813,4
2006-06-01,"United Kingdom",4.73498,1
2006-06-01,"United States",5.35,4
2006-06-01,"China",2.51,2
2006-06-01,"Estonia",3.06,1
2006-06-01,"Indonesia",11.7,3
2006-06-01,"Israel",5.714118,1
2006-06-01,"South Africa",7.1132,3
2006-06-01,"Colombia",6.12,3
2006-06-01,"Latvia",4.16,1
2006-06-01,"Euro area",2.9857,4
2006-06-01,"Lithuania",3.001905,1
2006-06-01,"Romania",8.690909,3
2006-07-01,"Australia",6.05,1
2006-07-01,"Austria",3.1022,4
2006-07-01,"Belgium",3.1022,4
2006-07-01,"Canada",4.378,4
2006-07-01,"Czechia",2.29,4
2006-07-01,"Denmark",3.204438,4
2006-07-01,"Finland",3.1022,4
2006-07-01,"France",3.1022,4
2006-07-01,"Germany",3.1022,4
2006-07-01,"Greece",3.1022,4
2006-07-01,"Iceland",12.582,3
2006-07-01,"Ireland",3.1022,4
2006-07-01,"Italy",3.1022,4
2006-07-01,"Korea",4.63,1
2006-07-01,"Luxembourg",3.1022,4
2006-07-01,"Mexico",7.57,3
2006-07-01,"Netherlands",3.1022,4
2006-07-01,"New Zealand",7.48,1
2006-07-01,"Norway",3.09,1
2006-07-01,"Poland",4.18,3
2006-07-01,"Portugal",3.1022,4
2006-07-01,"Slovak Republic",4.63,1
2006-07-01,"Spain",3.1022,4
2006-07-01,"Sweden",2.28,4
2006-07-01,"Switzerland",1.449784,4
2006-07-01,"United Kingdom",4.73322,1
2006-07-01,"United States",5.46,4
2006-07-01,"China",3.12,2
2006-07-01,"Estonia",3.18,1
2006-07-01,"Indonesia",11.57,3
2006-07-01,"Israel",5.7,1
2006-07-01,"South Africa",7.277692,3
2006-07-01,"Colombia",6.51,3
2006-07-01,"Latvia",4.43,1
2006-07-01,"Euro area",3.1022,4
2006-07-01,"Lithuania",3.132,1
2006-07-01,"Romania",9.072857,3
2006-08-01,"Australia",6.19,1
2006-08-01,"Austria",3.2265,4
2006-08-01,"Belgium",3.2265,4
2006-08-01,"Canada",4.344091,4
2006-08-01,"Czechia",2.361304,4
2006-08-01,"Denmark",3.331083,4
2006-08-01,"Finland",3.2265,4
2006-08-01,"France",3.2265,4
2006-08-01,"Germany",3.2265,4
2006-08-01,"Greece",3.2265,4
2006-08-01,"Iceland",13.009,3
2006-08-01,"Ireland",3.2265,4
2006-08-01,"Italy",3.2265,4
2006-08-01,"Korea",4.68,1
2006-08-01,"Luxembourg",3.2265,4
2006-08-01,"Mexico",7.48,3
2006-08-01,"Netherlands",3.2265,4
2006-08-01,"New Zealand",7.49,1
2006-08-01,"Norway",3.23,1
2006-08-01,"Poland",4.19,3
2006-08-01,"Portugal",3.2265,4
2006-08-01,"Slovak Republic",4.65,1
2006-08-01,"Spain",3.2265,4
2006-08-01,"Sweden",2.43,4
2006-08-01,"Switzerland",1.595433,4
2006-08-01,"United Kingdom",4.94425,1
2006-08-01,"United States",5.38,4
2006-08-01,"China",2.85,2
2006-08-01,"Estonia",3.32,1
2006-08-01,"Indonesia",11.34,3
2006-08-01,"Israel",5.802273,1
2006-08-01,"South Africa",7.687308,3
2006-08-01,"Colombia",6.37,3
2006-08-01,"Latvia",5.07,1
2006-08-01,"Euro area",3.2265,4
2006-08-01,"Lithuania",3.272273,1
2006-08-01,"Romania",9.353478,3
2006-09-01,"Australia",6.21,1
2006-09-01,"Austria",3.3354,4
2006-09-01,"Belgium",3.3354,4
2006-09-01,"Canada",4.3215,4
2006-09-01,"Czechia",2.4935,4
2006-09-01,"Denmark",3.446348,4
2006-09-01,"Finland",3.3354,4
2006-09-01,"France",3.3354,4
2006-09-01,"Germany",3.3354,4
2006-09-01,"Greece",3.3354,4
2006-09-01,"Iceland",13.369,3
2006-09-01,"Ireland",3.3354,4
2006-09-01,"Italy",3.3354,4
2006-09-01,"Korea",4.64,1
2006-09-01,"Luxembourg",3.3354,4
2006-09-01,"Mexico",7.5,3
2006-09-01,"Netherlands",3.3354,4
2006-09-01,"New Zealand",7.56,1
2006-09-01,"Norway",3.37,1
2006-09-01,"Poland",4.22,3
2006-09-01,"Portugal",3.3354,4
2006-09-01,"Slovak Republic",4.67,1
2006-09-01,"Spain",3.3354,4
2006-09-01,"Sweden",2.54,4
2006-09-01,"Switzerland",1.717804,4
2006-09-01,"United Kingdom",5.02501,1
2006-09-01,"United States",5.34,4
2006-09-01,"China",2.72,2
2006-09-01,"Estonia",3.4,1
2006-09-01,"Indonesia",11.05,3
2006-09-01,"Israel",5.795,1
2006-09-01,"South Africa",7.7504,3
2006-09-01,"Colombia",6.42,3
2006-09-01,"Latvia",4.84,1
2006-09-01,"Euro area",3.3354,4
2006-09-01,"Lithuania",3.382857,1
2006-09-01,"Romania",9.210953,3
2006-10-01,"Australia",6.28,1
2006-10-01,"Austria",3.502,4
2006-10-01,"Belgium",3.502,4
2006-10-01,"Canada",4.327619,4
2006-10-01,"Czechia",2.654091,4
2006-10-01,"Denmark",3.614545,4
2006-10-01,"Finland",3.502,4
2006-10-01,"France",3.502,4
2006-10-01,"Germany",3.502,4
2006-10-01,"Greece",3.502,4
2006-10-01,"Iceland",13.86,3
2006-10-01,"Ireland",3.502,4
2006-10-01,"Italy",3.502,4
2006-10-01,"Korea",4.57,1
2006-10-01,"Luxembourg",3.502,4
2006-10-01,"Mexico",7.65,3
2006-10-01,"Netherlands",3.502,4
2006-10-01,"New Zealand",7.66,1
2006-10-01,"Norway",3.48,1
2006-10-01,"Poland",4.2,3
2006-10-01,"Portugal",3.502,4
2006-10-01,"Slovak Republic",4.74,1
2006-10-01,"Spain",3.502,4
2006-10-01,"Sweden",2.74,4
2006-10-01,"Switzerland",1.758905,4
2006-10-01,"United Kingdom",5.13176,1
2006-10-01,"United States",5.33,4
2006-10-01,"China",2.7,2
2006-10-01,"Estonia",3.57,1
2006-10-01,"Indonesia",10.72,3
2006-10-01,"Israel",5.496667,1
2006-10-01,"South Africa",8.221539,3
2006-10-01,"Colombia",6.42,3
2006-10-01,"Latvia",4.97,1
2006-10-01,"Euro area",3.502,4
2006-10-01,"Lithuania",3.527273,1
2006-10-01,"Romania",9.125455,3
2006-11-01,"Australia",6.37,1
2006-11-01,"Austria",3.5972,4
2006-11-01,"Belgium",3.5972,4
2006-11-01,"Canada",4.312381,4
2006-11-01,"Czechia",2.644286,4
2006-11-01,"Denmark",3.724468,4
2006-11-01,"Finland",3.5972,4
2006-11-01,"France",3.5972,4
2006-11-01,"Germany",3.5972,4
2006-11-01,"Greece",3.5972,4
2006-11-01,"Iceland",14.168,3
2006-11-01,"Ireland",3.5972,4
2006-11-01,"Italy",3.5972,4
2006-11-01,"Korea",4.6,1
2006-11-01,"Luxembourg",3.5972,4
2006-11-01,"Mexico",7.62,3
2006-11-01,"Netherlands",3.5972,4
2006-11-01,"New Zealand",7.61,1
2006-11-01,"Norway",3.62,1
2006-11-01,"Poland",4.2,3
2006-11-01,"Portugal",3.5972,4
2006-11-01,"Slovak Republic",4.68,1
2006-11-01,"Spain",3.5972,4
2006-11-01,"Sweden",2.9,4
2006-11-01,"Switzerland",1.844579,4
2006-11-01,"United Kingdom",5.22544,1
2006-11-01,"United States",5.32,4
2006-11-01,"China",2.98,2
2006-11-01,"Estonia",3.66,1
2006-11-01,"Indonesia",10.25,3
2006-11-01,"Israel",5.322632,1
2006-11-01,"South Africa",8.230769,3
2006-11-01,"Colombia",6.68,3
2006-11-01,"Latvia",4.36,1
2006-11-01,"Euro area",3.5972,4
2006-11-01,"Lithuania",3.611428,1
2006-11-01,"Romania",9.159091,3
2006-12-01,"Australia",6.39,1
2006-12-01,"Austria",3.6842,4
2006-12-01,"Belgium",3.6842,4
2006-12-01,"Canada",4.320588,4
2006-12-01,"Czechia",2.56421,4
2006-12-01,"Denmark",3.84041,4
2006-12-01,"Finland",3.6842,4
2006-12-01,"France",3.6842,4
2006-12-01,"Germany",3.6842,4
2006-12-01,"Greece",3.6842,4
2006-12-01,"Iceland",14.601,3
2006-12-01,"Ireland",3.6842,4
2006-12-01,"Italy",3.6842,4
2006-12-01,"Korea",4.76,1
2006-12-01,"Luxembourg",3.6842,4
2006-12-01,"Mexico",7.6,3
2006-12-01,"Netherlands",3.6842,4
2006-12-01,"New Zealand",7.66,1
2006-12-01,"Norway",3.8,1
2006-12-01,"Poland",4.2,3
2006-12-01,"Portugal",3.6842,4
2006-12-01,"Slovak Republic",4.57,1
2006-12-01,"Spain",3.6842,4
2006-12-01,"Sweden",3,4
2006-12-01,"Switzerland",2.000507,4
2006-12-01,"United Kingdom",5.29167,1
2006-12-01,"United States",5.32,4
2006-12-01,"China",2.84,2
2006-12-01,"Estonia",3.81,1
